	(1)
VARIABLES	lfpr
	
3.smartcat#2.agecat#2.religion	-0.20
	(0.17)
3o.smartcat#2o.agecat#3o.religion	0.00
	(0.00)
3o.smartcat#2o.agecat#4o.religion	0.00
	(0.00)
3o.smartcat#2o.agecat#5b.religion	0.00
	(0.00)
2.WP5	-2.54***
	(0.33)
3.WP5	-2.41***
	(0.32)
4.WP5	-1.99***
	(0.32)
5.WP5	-0.66
	(0.48)
6.WP5	-2.84***
	(0.33)
8.WP5	-2.43***
	(0.33)
9.WP5	-2.30***
	(0.33)
10.WP5	-1.46***
	(0.32)
12.WP5	0.15
	(0.15)
13.WP5	-0.11
	(0.15)
14.WP5	-0.15
	(0.15)
15.WP5	0.09
	(0.15)
16.WP5	-0.19
	(0.15)
17.WP5	0.11
	(0.16)
18.WP5	-0.14
	(0.48)
19.WP5	-0.15
	(0.15)
20.WP5	-0.04
	(0.15)
21.WP5	0.08
	(0.15)
22.WP5	-1.70***
	(0.32)
23.WP5	0.23
	(0.15)
24.WP5	0.01
	(0.15)
25.WP5	-0.09
	(0.14)
26.WP5	-2.26***
	(0.33)
27.WP5	-0.15
	(0.15)
28.WP5	-0.24
	(0.15)
29.WP5	0.18
	(0.46)
31.WP5	-1.77***
	(0.33)
33.WP5	-1.58***
	(0.32)
34.WP5	-1.62***
	(0.32)
35.WP5	-1.18***
	(0.33)
36.WP5	-0.84**
	(0.33)
37.WP5	-1.04
	(0.65)
38.WP5	0.33**
	(0.15)
39.WP5	-2.61***
	(0.33)
40.WP5	-1.20***
	(0.33)
42.WP5	-0.93
	(0.65)
43.WP5	-0.46
	(0.65)
44.WP5	-1.33**
	(0.65)
45.WP5	-1.59***
	(0.32)
46.WP5	0.02
	(0.17)
47.WP5	0.10
	(0.16)
48.WP5	-1.69***
	(0.33)
50.WP5	-1.19***
	(0.31)
52.WP5	-1.36***
	(0.32)
54.WP5	-1.22***
	(0.32)
57.WP5	-1.70***
	(0.32)
60.WP5	-1.41**
	(0.65)
61.WP5	-1.24*
	(0.65)
62.WP5	-1.75***
	(0.33)
64.WP5	-1.58**
	(0.65)
65.WP5	-0.77
	(0.65)
66.WP5	-1.65**
	(0.65)
67.WP5	-1.50***
	(0.32)
68.WP5	-0.22
	(0.47)
69.WP5	-0.22
	(0.15)
71.WP5	-1.60***
	(0.32)
72.WP5	-2.21***
	(0.33)
73.WP5	-1.74***
	(0.32)
74.WP5	-1.91***
	(0.33)
75.WP5	-1.52***
	(0.32)
76.WP5	-1.59***
	(0.32)
77.WP5	-1.43***
	(0.32)
78.WP5	-1.49**
	(0.65)
79.WP5	-1.31***
	(0.33)
80.WP5	-1.02
	(0.65)
81.WP5	-1.52**
	(0.65)
82.WP5	-1.59***
	(0.32)
83.WP5	-1.77***
	(0.32)
87.WP5	-0.16
	(0.48)
88.WP5	-1.87***
	(0.33)
89.WP5	0.26*
	(0.15)
90.WP5	-1.57***
	(0.33)
92.WP5	-0.32
	(0.47)
96.WP5	-1.15***
	(0.33)
99.WP5	-1.52***
	(0.32)
103.WP5	-1.48**
	(0.65)
105.WP5	-1.44***
	(0.32)
107.WP5	-1.75***
	(0.65)
108.WP5	-1.47***
	(0.33)
111.WP5	0.15
	(0.15)
115.WP5	-1.49***
	(0.32)
116.WP5	-1.44***
	(0.32)
121.WP5	-0.01
	(0.15)
122.WP5	-1.31***
	(0.33)
124.WP5	-1.39***
	(0.32)
125.WP5	-1.32**
	(0.65)
128.WP5	-2.03***
	(0.65)
129.WP5	-1.63***
	(0.33)
130.WP5	0.44**
	(0.17)
131.WP5	-1.95***
	(0.33)
132.WP5	0.02
	(0.15)
134.WP5	-1.17***
	(0.33)
137.WP5	-0.82*
	(0.48)
139.WP5	-2.19***
	(0.32)
140.WP5	-1.54**
	(0.65)
144.WP5	-0.13
	(0.15)
145.WP5	-2.02***
	(0.32)
148.WP5	-0.48
	(0.48)
150.WP5	-1.62***
	(0.33)
153.WP5	-1.83***
	(0.32)
154.WP5	-1.96***
	(0.32)
157.WP5	-0.87
	(0.65)
158.WP5	-1.49***
	(0.32)
163.WP5	-1.57***
	(0.33)
166.WP5	0.12
	(0.15)
173.WP5	-1.72***
	(0.32)
175.WP5	0.07
	(0.15)
176.WP5	0.11
	(0.15)
178.WP5	-1.72***
	(0.65)
184.WP5	0.25*
	(0.15)
185.WP5	-1.55***
	(0.32)
187.WP5	-1.29**
	(0.65)
190.WP5	-1.76***
	(0.32)
191.WP5	-1.34***
	(0.33)
193.WP5	-0.19
	(0.48)
194.WP5	0.25*
	(0.15)
195.WP5	-1.31***
	(0.33)
205.WP5	-1.35**
	(0.65)
Constant	0.69**
	(0.35)
	
Observations	59,145
Countries	119
Standard errors in parentheses	
*** p<0.01, ** p<0.05, * p<0.1	
