	(1)
VARIABLES	lfpr
	
1b.smartcat#0b.agecat#1b.poor	0.00
	(0.00)
1b.smartcat#0b.agecat#2.poor	0.15**
	(0.07)
1b.smartcat#0b.agecat#3.poor	0.27***
	(0.07)
1b.smartcat#1o.agecat#1b.poor	0.00
	(0.00)
1b.smartcat#1.agecat#2.poor	0.09
	(0.06)
1b.smartcat#1.agecat#3.poor	0.19***
	(0.06)
1b.smartcat#2o.agecat#1b.poor	0.00
	(0.00)
1b.smartcat#2.agecat#2.poor	0.30**
	(0.13)
1b.smartcat#2.agecat#3.poor	0.21
	(0.13)
2.smartcat#0b.agecat#1b.poor	-0.17***
	(0.06)
2.smartcat#0b.agecat#2.poor	-0.02
	(0.07)
2o.smartcat#0b.agecat#3o.poor	0.00
	(0.00)
2.smartcat#1.agecat#1b.poor	-0.03
	(0.04)
2.smartcat#1.agecat#2.poor	-0.07*
	(0.04)
2o.smartcat#1o.agecat#3o.poor	0.00
	(0.00)
2.smartcat#2.agecat#1b.poor	-0.39***
	(0.06)
2.smartcat#2.agecat#2.poor	-0.16***
	(0.06)
2o.smartcat#2o.agecat#3o.poor	0.00
	(0.00)
3.smartcat#0b.agecat#1b.poor	-0.34***
	(0.08)
3.smartcat#0b.agecat#2.poor	-0.18**
	(0.08)
3o.smartcat#0b.agecat#3o.poor	0.00
	(0.00)
3.smartcat#1.agecat#1b.poor	-0.20***
	(0.04)
3.smartcat#1.agecat#2.poor	-0.02
	(0.05)
3o.smartcat#1o.agecat#3o.poor	0.00
	(0.00)
3.smartcat#2.agecat#1b.poor	-0.28***
	(0.08)
3.smartcat#2.agecat#2.poor	-0.21**
	(0.08)
3o.smartcat#2o.agecat#3o.poor	0.00
	(0.00)
2.WP5	-0.90***
	(0.32)
3.WP5	-0.77**
	(0.32)
4.WP5	-0.40
	(0.31)
5.WP5	-0.60*
	(0.32)
6.WP5	-1.27***
	(0.32)
8.WP5	-0.88***
	(0.32)
9.WP5	-0.55*
	(0.32)
10.WP5	0.22
	(0.31)
12.WP5	0.13
	(0.11)
13.WP5	-0.16
	(0.11)
14.WP5	-0.14
	(0.11)
15.WP5	0.08
	(0.11)
16.WP5	-0.22**
	(0.11)
17.WP5	0.12
	(0.12)
18.WP5	-0.00
	(0.32)
19.WP5	-0.24**
	(0.11)
20.WP5	-0.12
	(0.11)
21.WP5	0.03
	(0.11)
22.WP5	-0.16
	(0.11)
23.WP5	0.24**
	(0.11)
24.WP5	-0.10
	(0.11)
25.WP5	-0.04
	(0.11)
26.WP5	-0.65**
	(0.31)
27.WP5	-0.14
	(0.12)
28.WP5	-0.13
	(0.11)
29.WP5	0.25
	(0.32)
30.WP5	0.23**
	(0.10)
31.WP5	-0.15
	(0.31)
33.WP5	-0.09
	(0.11)
34.WP5	-0.04
	(0.32)
35.WP5	0.33***
	(0.12)
36.WP5	0.73***
	(0.12)
37.WP5	-0.12
	(0.41)
38.WP5	0.39***
	(0.11)
40.WP5	0.36***
	(0.12)
42.WP5	0.00
	(0.42)
43.WP5	0.47
	(0.42)
44.WP5	-0.41
	(0.41)
45.WP5	-0.05
	(0.11)
46.WP5	0.04
	(0.11)
47.WP5	0.12
	(0.12)
48.WP5	-0.13
	(0.32)
50.WP5	0.31***
	(0.11)
52.WP5	0.21*
	(0.11)
54.WP5	0.31***
	(0.11)
57.WP5	-0.12
	(0.11)
60.WP5	-0.50
	(0.41)
61.WP5	-0.34
	(0.42)
62.WP5	-0.10
	(0.31)
64.WP5	-0.71*
	(0.42)
65.WP5	0.17
	(0.41)
66.WP5	-0.74*
	(0.42)
67.WP5	0.01
	(0.11)
68.WP5	-0.18
	(0.32)
69.WP5	-0.22**
	(0.11)
71.WP5	0.00
	(0.11)
72.WP5	-0.62***
	(0.12)
73.WP5	-0.22*
	(0.12)
74.WP5	-0.41***
	(0.12)
75.WP5	0.07
	(0.11)
76.WP5	-0.00
	(0.10)
77.WP5	0.19
	(0.12)
78.WP5	-0.59
	(0.42)
79.WP5	0.16
	(0.12)
80.WP5	-0.09
	(0.42)
81.WP5	-0.63
	(0.41)
82.WP5	-0.03
	(0.32)
83.WP5	-0.12
	(0.31)
87.WP5	-0.05
	(0.32)
88.WP5	-0.28**
	(0.11)
89.WP5	0.22**
	(0.11)
90.WP5	-0.10
	(0.12)
92.WP5	-0.34
	(0.32)
99.WP5	0.07
	(0.11)
103.WP5	-0.55
	(0.42)
105.WP5	0.06
	(0.11)
107.WP5	-0.88**
	(0.42)
108.WP5	0.07
	(0.12)
111.WP5	0.07
	(0.11)
115.WP5	0.06
	(0.31)
116.WP5	0.15
	(0.32)
121.WP5	0.01
	(0.11)
122.WP5	0.21
	(0.32)
124.WP5	0.21
	(0.32)
125.WP5	-0.42
	(0.42)
128.WP5	-1.08***
	(0.42)
129.WP5	-0.07
	(0.32)
130.WP5	0.45***
	(0.14)
131.WP5	-0.30
	(0.32)
132.WP5	0.01
	(0.11)
134.WP5	0.35***
	(0.13)
137.WP5	-0.86***
	(0.32)
139.WP5	-0.61***
	(0.11)
140.WP5	-0.62
	(0.41)
144.WP5	-0.20*
	(0.11)
145.WP5	-0.44
	(0.31)
148.WP5	-0.29
	(0.32)
150.WP5	-0.05
	(0.32)
153.WP5	-0.24**
	(0.11)
154.WP5	-0.46***
	(0.11)
157.WP5	-0.10
	(0.42)
158.WP5	0.12
	(0.32)
163.WP5	0.00
	(0.32)
166.WP5	-0.01
	(0.11)
173.WP5	-0.16
	(0.11)
175.WP5	-0.04
	(0.11)
176.WP5	0.00
	(0.12)
178.WP5	-0.82**
	(0.41)
184.WP5	0.18
	(0.11)
185.WP5	-0.10
	(0.12)
187.WP5	-0.39
	(0.41)
190.WP5	-0.15
	(0.31)
191.WP5	0.31
	(0.31)
193.WP5	-0.21
	(0.32)
194.WP5	0.15
	(0.11)
195.WP5	0.40
	(0.31)
205.WP5	-0.45
	(0.41)
Constant	0.52
	(0.48)
	
Observations	60,408
Countries	118
Standard errors in parentheses	
*** p<0.01, ** p<0.05, * p<0.1	
