	(1)
	(0.00)
1b.smartcat#1.agecat#1.pref_work	0.30***
	(0.06)
1b.smartcat#2o.agecat#0b.pref_work	0.00
	(0.00)
1b.smartcat#2.agecat#1.pref_work	0.49***
	(0.11)
2.smartcat#0b.agecat#0b.pref_work	0.53
	(1.10)
2.smartcat#0b.agecat#1.pref_work	0.74
	(1.10)
2.smartcat#1.agecat#0b.pref_work	-1.30
	(1.01)
2.smartcat#1.agecat#1.pref_work	-0.80
	(1.01)
2.smartcat#2.agecat#0b.pref_work	-0.43***
	(0.04)
2o.smartcat#2o.agecat#1o.pref_work	0.00
	(0.00)
3.smartcat#0b.agecat#0b.pref_work	0.74
	(1.13)
3.smartcat#0b.agecat#1.pref_work	1.20
	(1.13)
3.smartcat#1.agecat#0b.pref_work	-1.54
	(1.03)
3.smartcat#1.agecat#1.pref_work	-0.80
	(1.03)
3.smartcat#2.agecat#0b.pref_work	-0.64***
	(0.06)
3o.smartcat#2o.agecat#1o.pref_work	0.00
	(0.00)
1b.smartcat#0b.agecat#0b.kids1	0.00
	(0.00)
1b.smartcat#0b.agecat#1.kids1	0.13*
	(0.08)
1b.smartcat#1o.agecat#0b.kids1	0.00
	(0.00)
1b.smartcat#1.agecat#1.kids1	0.09
	(0.08)
1b.smartcat#2o.agecat#0b.kids1	0.00
	(0.00)
1b.smartcat#2.agecat#1.kids1	0.09
	(0.12)
2.smartcat#0b.agecat#0b.kids1	0.05
	(0.05)
2o.smartcat#0b.agecat#1o.kids1	0.00
	(0.00)
2.smartcat#1.agecat#0b.kids1	0.14***
	(0.03)
2o.smartcat#1o.agecat#1o.kids1	0.00
	(0.00)
2.smartcat#2.agecat#0b.kids1	-0.17***
	(0.05)
2o.smartcat#2o.agecat#1o.kids1	0.00
	(0.00)
3.smartcat#0b.agecat#0b.kids1	0.10*
	(0.06)
3o.smartcat#0b.agecat#1o.kids1	0.00
	(0.00)
3.smartcat#1.agecat#0b.kids1	0.07*
	(0.04)
3o.smartcat#1o.agecat#1o.kids1	0.00
	(0.00)
3.smartcat#2.agecat#0b.kids1	-0.22***
	(0.07)
3o.smartcat#2o.agecat#1o.kids1	0.00
	(0.00)
1b.smartcat#0b.agecat#0b.married	0.00
	(0.00)
1b.smartcat#0b.agecat#1.married	0.28***
	(0.06)
1b.smartcat#1o.agecat#0b.married	0.00
	(0.00)
1b.smartcat#1.agecat#1.married	-0.10*
	(0.05)
1b.smartcat#2o.agecat#0b.married	0.00
	(0.00)
1b.smartcat#2.agecat#1.married	0.18*
	(0.10)
2.smartcat#0b.agecat#0b.married	-0.22***
	(0.06)
2o.smartcat#0b.agecat#1o.married	0.00
	(0.00)
2.smartcat#1.agecat#0b.married	0.09***
	(0.03)
2o.smartcat#1o.agecat#1o.married	0.00
	(0.00)
2.smartcat#2.agecat#0b.married	-0.18***
	(0.03)
2o.smartcat#2o.agecat#1o.married	0.00
	(0.00)
3.smartcat#0b.agecat#0b.married	-0.20***
	(0.06)
3o.smartcat#0b.agecat#1o.married	0.00
	(0.00)
3.smartcat#1.agecat#0b.married	0.31***
	(0.04)
3o.smartcat#1o.agecat#1o.married	0.00
	(0.00)
3.smartcat#2.agecat#0b.married	-0.05
	(0.06)
3o.smartcat#2o.agecat#1o.married	0.00
	(0.00)
1b.smartcat#0b.agecat#1.pref_opport	0.12*
	(0.07)
1b.smartcat#0b.agecat#2b.pref_opport	0.00
	(0.00)
1b.smartcat#0b.agecat#3.pref_opport	0.05
	(0.07)
1b.smartcat#0b.agecat#4.pref_opport	0.12
	(0.13)
1b.smartcat#1.agecat#1.pref_opport	0.01
	(0.05)
1b.smartcat#1o.agecat#2b.pref_opport	0.00
	(0.00)
1b.smartcat#1.agecat#3.pref_opport	0.07
	(0.06)
1b.smartcat#1.agecat#4.pref_opport	-0.09
	(0.09)
1b.smartcat#2.agecat#1.pref_opport	0.06
	(0.12)
1b.smartcat#2o.agecat#2b.pref_opport	0.00
	(0.00)
1b.smartcat#2.agecat#3.pref_opport	0.05
	(0.14)
1b.smartcat#2.agecat#4.pref_opport	-0.03
	(0.19)
2.smartcat#0b.agecat#1.pref_opport	-0.03
	(0.13)
2.smartcat#0b.agecat#2b.pref_opport	0.14
	(0.12)
2.smartcat#0b.agecat#3.pref_opport	0.07
	(0.13)
2o.smartcat#0b.agecat#4o.pref_opport	0.00
	(0.00)
2.smartcat#1.agecat#1.pref_opport	0.08
	(0.07)
2.smartcat#1.agecat#2b.pref_opport	0.03
	(0.07)
2.smartcat#1.agecat#3.pref_opport	0.04
	(0.07)
2o.smartcat#1o.agecat#4o.pref_opport	0.00
	(0.00)
2.smartcat#2.agecat#1.pref_opport	0.22**
	(0.09)
2.smartcat#2.agecat#2b.pref_opport	-0.00
	(0.08)
2.smartcat#2.agecat#3.pref_opport	-0.09
	(0.08)
2o.smartcat#2o.agecat#4o.pref_opport	0.00
	(0.00)
3.smartcat#0b.agecat#1.pref_opport	0.34*
	(0.17)
3.smartcat#0b.agecat#2b.pref_opport	0.22
	(0.17)
3.smartcat#0b.agecat#3.pref_opport	0.16
	(0.17)
3o.smartcat#0b.agecat#4o.pref_opport	0.00
	(0.00)
3.smartcat#1.agecat#1.pref_opport	0.39***
	(0.09)
3.smartcat#1.agecat#2b.pref_opport	0.27***
	(0.08)
3.smartcat#1.agecat#3.pref_opport	0.29***
	(0.09)
3o.smartcat#1o.agecat#4o.pref_opport	0.00
	(0.00)
3.smartcat#2.agecat#1.pref_opport	0.36***
	(0.14)
3.smartcat#2.agecat#2b.pref_opport	0.16
	(0.13)
3.smartcat#2.agecat#3.pref_opport	-0.00
	(0.14)
3o.smartcat#2o.agecat#4o.pref_opport	0.00
	(0.00)
1b.smartcat#0b.agecat#c.optimism	-0.07
	(0.09)
1b.smartcat#1.agecat#c.optimism	0.09
	(0.08)
1b.smartcat#2.agecat#c.optimism	0.43**
	(0.17)
2.smartcat#0b.agecat#c.optimism	0.29***
	(0.08)
2.smartcat#1.agecat#c.optimism	0.11**
	(0.05)
2.smartcat#2.agecat#c.optimism	0.45***
	(0.06)
3.smartcat#0b.agecat#c.optimism	-0.14
	(0.09)
3.smartcat#1.agecat#c.optimism	0.02
	(0.05)
3.smartcat#2.agecat#c.optimism	0.14
	(0.09)
1b.smartcat#0b.agecat#0b.respect	0.00
	(0.00)
1b.smartcat#0b.agecat#1.respect	0.05
	(0.06)
1b.smartcat#1o.agecat#0b.respect	0.00
	(0.00)
1b.smartcat#1.agecat#1.respect	-0.00
	(0.05)
1b.smartcat#2o.agecat#0b.respect	0.00
	(0.00)
1b.smartcat#2.agecat#1.respect	0.05
	(0.11)
2.smartcat#0b.agecat#0b.respect	-0.09*
	(0.05)
2o.smartcat#0b.agecat#1o.respect	0.00
	(0.00)
2.smartcat#1.agecat#0b.respect	-0.04
	(0.03)
2o.smartcat#1o.agecat#1o.respect	0.00
	(0.00)
2.smartcat#2.agecat#0b.respect	0.05
	(0.04)
2o.smartcat#2o.agecat#1o.respect	0.00
	(0.00)
3.smartcat#0b.agecat#0b.respect	-0.07
	(0.05)
3o.smartcat#0b.agecat#1o.respect	0.00
	(0.00)
3.smartcat#1.agecat#0b.respect	-0.03
	(0.03)
3o.smartcat#1o.agecat#1o.respect	0.00
	(0.00)
3.smartcat#2.agecat#0b.respect	0.17***
	(0.06)
3o.smartcat#2o.agecat#1o.respect	0.00
	(0.00)
1b.smartcat#0b.agecat#0b.internet	0.00
	(0.00)
1b.smartcat#0b.agecat#1.internet	0.02
	(0.08)
1b.smartcat#1o.agecat#0b.internet	0.00
	(0.00)
1b.smartcat#1.agecat#1.internet	0.01
	(0.08)
1b.smartcat#2o.agecat#0b.internet	0.00
	(0.00)
1b.smartcat#2.agecat#1.internet	-0.11
	(0.31)
2.smartcat#0b.agecat#0b.internet	0.04
	(0.06)
2o.smartcat#0b.agecat#1o.internet	0.00
	(0.00)
2.smartcat#1.agecat#0b.internet	-0.22***
	(0.04)
2o.smartcat#1o.agecat#1o.internet	0.00
	(0.00)
2.smartcat#2.agecat#0b.internet	-0.46***
	(0.04)
2o.smartcat#2o.agecat#1o.internet	0.00
	(0.00)
3.smartcat#0b.agecat#0b.internet	0.03
	(0.07)
3o.smartcat#0b.agecat#1o.internet	0.00
	(0.00)
3.smartcat#1.agecat#0b.internet	-0.28***
	(0.04)
3o.smartcat#1o.agecat#1o.internet	0.00
	(0.00)
3.smartcat#2.agecat#0b.internet	-0.20***
	(0.06)
3o.smartcat#2o.agecat#1o.internet	0.00
	(0.00)
1b.smartcat#0b.agecat#0b.phone	0.00
	(0.00)
1b.smartcat#0b.agecat#1.phone	0.36***
	(0.06)
1b.smartcat#1o.agecat#0b.phone	0.00
	(0.00)
1b.smartcat#1.agecat#1.phone	0.17***
	(0.05)
1b.smartcat#2o.agecat#0b.phone	0.00
	(0.00)
1b.smartcat#2.agecat#1.phone	0.32***
	(0.10)
2.smartcat#0b.agecat#0b.phone	-0.08
	(0.08)
2o.smartcat#0b.agecat#1o.phone	0.00
	(0.00)
2.smartcat#1.agecat#0b.phone	0.05
	(0.06)
2o.smartcat#1o.agecat#1o.phone	0.00
	(0.00)
2.smartcat#2.agecat#0b.phone	-0.04
	(0.07)
2o.smartcat#2o.agecat#1o.phone	0.00
	(0.00)
3.smartcat#0b.agecat#0b.phone	-0.24***
	(0.08)
3o.smartcat#0b.agecat#1o.phone	0.00
	(0.00)
3.smartcat#1.agecat#0b.phone	-0.26***
	(0.05)
3o.smartcat#1o.agecat#1o.phone	0.00
	(0.00)
3.smartcat#2.agecat#0b.phone	-0.06
	(0.08)
3o.smartcat#2o.agecat#1o.phone	0.00
	(0.00)
1b.smartcat#0b.agecat#1b.poor	0.00
	(0.00)
1b.smartcat#0b.agecat#2.poor	0.11*
	(0.07)
1b.smartcat#0b.agecat#3.poor	0.26***
	(0.07)
1b.smartcat#1o.agecat#1b.poor	0.00
	(0.00)
1b.smartcat#1.agecat#2.poor	0.09*
	(0.06)
1b.smartcat#1.agecat#3.poor	0.19***
	(0.06)
1b.smartcat#2o.agecat#1b.poor	0.00
	(0.00)
1b.smartcat#2.agecat#2.poor	0.32**
	(0.13)
1b.smartcat#2.agecat#3.poor	0.22*
	(0.13)
2.smartcat#0b.agecat#1b.poor	-0.20***
	(0.06)
2.smartcat#0b.agecat#2.poor	-0.04
	(0.07)
2o.smartcat#0b.agecat#3o.poor	0.00
	(0.00)
2.smartcat#1.agecat#1b.poor	-0.04
	(0.04)
2.smartcat#1.agecat#2.poor	-0.09**
	(0.04)
2o.smartcat#1o.agecat#3o.poor	0.00
	(0.00)
2.smartcat#2.agecat#1b.poor	-0.41***
	(0.06)
2.smartcat#2.agecat#2.poor	-0.16**
	(0.06)
2o.smartcat#2o.agecat#3o.poor	0.00
	(0.00)
3.smartcat#0b.agecat#1b.poor	-0.38***
	(0.08)
3.smartcat#0b.agecat#2.poor	-0.23***
	(0.08)
3o.smartcat#0b.agecat#3o.poor	0.00
	(0.00)
3.smartcat#1.agecat#1b.poor	-0.20***
	(0.04)
3.smartcat#1.agecat#2.poor	-0.02
	(0.05)
3o.smartcat#1o.agecat#3o.poor	0.00
	(0.00)
3.smartcat#2.agecat#1b.poor	-0.29***
	(0.08)
3.smartcat#2.agecat#2.poor	-0.24***
	(0.08)
3o.smartcat#2o.agecat#3o.poor	0.00
	(0.00)
1b.smartcat#0b.agecat#0b.urban	0.00
	(0.00)
1b.smartcat#0b.agecat#1.urban	-0.02
	(0.06)
1b.smartcat#1o.agecat#0b.urban	0.00
	(0.00)
1b.smartcat#1.agecat#1.urban	0.05
	(0.05)
1b.smartcat#2o.agecat#0b.urban	0.00
	(0.00)
1b.smartcat#2.agecat#1.urban	-0.19
	(0.13)
2.smartcat#0b.agecat#0b.urban	-0.02
	(0.05)
2o.smartcat#0b.agecat#1o.urban	0.00
	(0.00)
2.smartcat#1.agecat#0b.urban	0.02
	(0.03)
2o.smartcat#1o.agecat#1o.urban	0.00
	(0.00)
2.smartcat#2.agecat#0b.urban	0.16***
	(0.03)
2o.smartcat#2o.agecat#1o.urban	0.00
	(0.00)
3.smartcat#0b.agecat#0b.urban	-0.11*
	(0.05)
3o.smartcat#0b.agecat#1o.urban	0.00
	(0.00)
3.smartcat#1.agecat#0b.urban	-0.00
	(0.03)
3o.smartcat#1o.agecat#1o.urban	0.00
	(0.00)
3.smartcat#2.agecat#0b.urban	0.06
	(0.06)
3o.smartcat#2o.agecat#1o.urban	0.00
	(0.00)
1b.smartcat#0b.agecat#0b.pref_accept	0.00
	(0.00)
1b.smartcat#0b.agecat#1.pref_accept	0.17*
	(0.09)
1b.smartcat#1o.agecat#0b.pref_accept	0.00
	(0.00)
1b.smartcat#1.agecat#1.pref_accept	0.06
	(0.07)
1b.smartcat#2o.agecat#0b.pref_accept	0.00
	(0.00)
1b.smartcat#2.agecat#1.pref_accept	-0.16
	(0.15)
2.smartcat#0b.agecat#0b.pref_accept	-0.00
	(0.09)
2o.smartcat#0b.agecat#1o.pref_accept	0.00
	(0.00)
2.smartcat#1.agecat#0b.pref_accept	-0.19***
	(0.06)
2o.smartcat#1o.agecat#1o.pref_accept	0.00
	(0.00)
2.smartcat#2.agecat#0b.pref_accept	-0.08
	(0.08)
2o.smartcat#2o.agecat#1o.pref_accept	0.00
	(0.00)
3.smartcat#0b.agecat#0b.pref_accept	-0.03
	(0.09)
3o.smartcat#0b.agecat#1o.pref_accept	0.00
	(0.00)
3.smartcat#1.agecat#0b.pref_accept	-0.08
	(0.05)
3o.smartcat#1o.agecat#1o.pref_accept	0.00
	(0.00)
3.smartcat#2.agecat#0b.pref_accept	0.10
	(0.11)
3o.smartcat#2o.agecat#1o.pref_accept	0.00
	(0.00)
1b.smartcat#0b.agecat#1b.challenge	0.00
	(0.00)
1b.smartcat#0b.agecat#2.challenge	-0.38***
	(0.13)
1b.smartcat#0b.agecat#3.challenge	-0.29**
	(0.13)
1b.smartcat#0b.agecat#4.challenge	-0.34**
	(0.15)
1b.smartcat#0b.agecat#5.challenge	-0.30**
	(0.13)
1b.smartcat#0b.agecat#6.challenge	-0.27*
	(0.15)
1b.smartcat#0b.agecat#7.challenge	-0.27
	(0.19)
1b.smartcat#0b.agecat#8.challenge	-0.36
	(0.25)
1b.smartcat#0b.agecat#9.challenge	-0.29
	(0.21)
1b.smartcat#0b.agecat#10.challenge	-0.31*
	(0.18)
1b.smartcat#0b.agecat#97.challenge	-0.36**
	(0.16)
1b.smartcat#0b.agecat#98.challenge	-0.30**
	(0.14)
1b.smartcat#1o.agecat#1b.challenge	0.00
	(0.00)
1b.smartcat#1.agecat#2.challenge	0.11
	(0.10)
1b.smartcat#1.agecat#3.challenge	-0.04
	(0.10)
1b.smartcat#1.agecat#4.challenge	-0.07
	(0.12)
1b.smartcat#1.agecat#5.challenge	-0.02
	(0.10)
1b.smartcat#1.agecat#6.challenge	0.14
	(0.11)
1b.smartcat#1.agecat#7.challenge	0.08
	(0.16)
1b.smartcat#1.agecat#8.challenge	-0.60***
	(0.20)
1b.smartcat#1.agecat#9.challenge	-0.00
	(0.18)
1b.smartcat#1.agecat#10.challenge	0.17
	(0.15)
1b.smartcat#1.agecat#97.challenge	-0.14
	(0.12)
1b.smartcat#1.agecat#98.challenge	0.01
	(0.10)
1b.smartcat#2o.agecat#1b.challenge	0.00
	(0.00)
1b.smartcat#2.agecat#2.challenge	-0.34
	(0.28)
1b.smartcat#2.agecat#3.challenge	-0.33
	(0.28)
1b.smartcat#2.agecat#4.challenge	-0.16
	(0.31)
1b.smartcat#2.agecat#5.challenge	-0.46*
	(0.27)
1b.smartcat#2.agecat#6.challenge	-0.53*
	(0.29)
1b.smartcat#2.agecat#7.challenge	-0.18
	(0.39)
1b.smartcat#2.agecat#8.challenge	-0.58
	(0.42)
1b.smartcat#2.agecat#9.challenge	0.00
	(0.42)
1b.smartcat#2.agecat#10.challenge	-0.35
	(0.36)
1b.smartcat#2.agecat#97.challenge	-0.67**
	(0.30)
1b.smartcat#2.agecat#98.challenge	-0.47*
	(0.27)
2.smartcat#0b.agecat#1b.challenge	0.15
	(0.10)
2.smartcat#0b.agecat#2.challenge	0.05
	(0.08)
2.smartcat#0b.agecat#3.challenge	-0.00
	(0.10)
2.smartcat#0b.agecat#4.challenge	0.18
	(0.14)
2.smartcat#0b.agecat#5.challenge	0.18**
	(0.09)
2.smartcat#0b.agecat#6.challenge	0.13
	(0.09)
2.smartcat#0b.agecat#7.challenge	0.25**
	(0.10)
2.smartcat#0b.agecat#8.challenge	-0.01
	(0.20)
2.smartcat#0b.agecat#9.challenge	0.05
	(0.13)
2.smartcat#0b.agecat#10.challenge	0.31*
	(0.17)
2.smartcat#0b.agecat#97.challenge	0.29***
	(0.10)
2o.smartcat#0b.agecat#98o.challenge	0.00
	(0.00)
2.smartcat#1.agecat#1b.challenge	0.13**
	(0.06)
2.smartcat#1.agecat#2.challenge	0.13***
	(0.05)
2.smartcat#1.agecat#3.challenge	0.09
	(0.06)
2.smartcat#1.agecat#4.challenge	-0.14
	(0.09)
2.smartcat#1.agecat#5.challenge	0.08
	(0.06)
2.smartcat#1.agecat#6.challenge	0.15***
	(0.06)
2.smartcat#1.agecat#7.challenge	0.21***
	(0.07)
2.smartcat#1.agecat#8.challenge	0.06
	(0.14)
2.smartcat#1.agecat#9.challenge	0.12
	(0.10)
2.smartcat#1.agecat#10.challenge	-0.03
	(0.10)
2.smartcat#1.agecat#97.challenge	0.20***
	(0.06)
2o.smartcat#1o.agecat#98o.challenge	0.00
	(0.00)
2.smartcat#2.agecat#1b.challenge	0.00
	(0.09)
2.smartcat#2.agecat#2.challenge	0.06
	(0.06)
2.smartcat#2.agecat#3.challenge	0.09
	(0.08)
2.smartcat#2.agecat#4.challenge	-0.05
	(0.16)
2.smartcat#2.agecat#5.challenge	0.05
	(0.08)
2.smartcat#2.agecat#6.challenge	0.08
	(0.07)
2.smartcat#2.agecat#7.challenge	0.11
	(0.07)
2.smartcat#2.agecat#8.challenge	0.21
	(0.17)
2.smartcat#2.agecat#9.challenge	0.12
	(0.11)
2.smartcat#2.agecat#10.challenge	0.32**
	(0.14)
2.smartcat#2.agecat#97.challenge	-0.05
	(0.07)
2o.smartcat#2o.agecat#98o.challenge	0.00
	(0.00)
3.smartcat#0b.agecat#1b.challenge	0.40***
	(0.12)
3.smartcat#0b.agecat#2.challenge	0.07
	(0.09)
3.smartcat#0b.agecat#3.challenge	0.21*
	(0.12)
3.smartcat#0b.agecat#4.challenge	-0.07
	(0.12)
3.smartcat#0b.agecat#5.challenge	0.10
	(0.10)
3.smartcat#0b.agecat#6.challenge	0.23**
	(0.11)
3.smartcat#0b.agecat#7.challenge	0.26*
	(0.14)
3.smartcat#0b.agecat#8.challenge	-0.13
	(0.16)
3.smartcat#0b.agecat#9.challenge	0.20
	(0.20)
3.smartcat#0b.agecat#10.challenge	0.12
	(0.17)
3.smartcat#0b.agecat#97.challenge	0.25**
	(0.11)
3o.smartcat#0b.agecat#98o.challenge	0.00
	(0.00)
3.smartcat#1.agecat#1b.challenge	0.22***
	(0.07)
3.smartcat#1.agecat#2.challenge	0.11*
	(0.06)
3.smartcat#1.agecat#3.challenge	0.03
	(0.07)
3.smartcat#1.agecat#4.challenge	0.10
	(0.09)
3.smartcat#1.agecat#5.challenge	0.12*
	(0.07)
3.smartcat#1.agecat#6.challenge	0.23***
	(0.08)
3.smartcat#1.agecat#7.challenge	0.25***
	(0.09)
3.smartcat#1.agecat#8.challenge	0.13
	(0.12)
3.smartcat#1.agecat#9.challenge	0.23*
	(0.12)
3.smartcat#1.agecat#10.challenge	0.11
	(0.12)
3.smartcat#1.agecat#97.challenge	0.15*
	(0.08)
3o.smartcat#1o.agecat#98o.challenge	0.00
	(0.00)
3.smartcat#2.agecat#1b.challenge	0.10
	(0.13)
3.smartcat#2.agecat#2.challenge	-0.06
	(0.09)
3.smartcat#2.agecat#3.challenge	-0.01
	(0.11)
3.smartcat#2.agecat#4.challenge	-0.08
	(0.17)
3.smartcat#2.agecat#5.challenge	-0.01
	(0.13)
3.smartcat#2.agecat#6.challenge	0.05
	(0.13)
3.smartcat#2.agecat#7.challenge	-0.04
	(0.14)
3.smartcat#2.agecat#8.challenge	0.16
	(0.21)
3.smartcat#2.agecat#9.challenge	-0.09
	(0.24)
3.smartcat#2.agecat#10.challenge	0.29
	(0.20)
3.smartcat#2.agecat#97.challenge	-0.22*
	(0.11)
3o.smartcat#2o.agecat#98o.challenge	0.00
	(0.00)
1b.smartcat#0b.agecat#1.religion	0.12
	(0.42)
1b.smartcat#0b.agecat#2.religion	0.25
	(0.38)
1b.smartcat#0b.agecat#3.religion	0.03
	(0.38)
1b.smartcat#0b.agecat#4.religion	-0.20
	(0.45)
1b.smartcat#0b.agecat#5b.religion	0.00
	(0.00)
1b.smartcat#1.agecat#1.religion	-0.50*
	(0.29)
1b.smartcat#1.agecat#2.religion	-0.43
	(0.27)
1b.smartcat#1.agecat#3.religion	-0.69**
	(0.27)
1b.smartcat#1.agecat#4.religion	0.05
	(0.35)
1b.smartcat#1o.agecat#5b.religion	0.00
	(0.00)
1b.smartcat#2.agecat#1.religion	-0.37
	(0.75)
1b.smartcat#2.agecat#2.religion	-0.46
	(0.72)
1b.smartcat#2.agecat#3.religion	-0.61
	(0.72)
1b.smartcat#2.agecat#4.religion	-0.01
	(0.78)
1b.smartcat#2o.agecat#5b.religion	0.00
	(0.00)
2.smartcat#0b.agecat#1.religion	0.03
	(0.10)
2.smartcat#0b.agecat#2.religion	-0.03
	(0.08)
2.smartcat#0b.agecat#3.religion	-0.30***
	(0.10)
2.smartcat#0b.agecat#4.religion	0.52
	(0.46)
2o.smartcat#0b.agecat#5b.religion	0.00
	(0.00)
2.smartcat#1.agecat#1.religion	0.01
	(0.06)
2.smartcat#1.agecat#2.religion	-0.05
	(0.05)
2.smartcat#1.agecat#3.religion	-0.20***
	(0.07)
2.smartcat#1.agecat#4.religion	0.13
	(0.25)
2o.smartcat#1o.agecat#5b.religion	0.00
	(0.00)
2.smartcat#2.agecat#1.religion	0.01
	(0.08)
2.smartcat#2.agecat#2.religion	-0.14**
	(0.06)
2.smartcat#2.agecat#3.religion	-0.16
	(0.10)
2.smartcat#2.agecat#4.religion	-0.28
	(0.36)
2o.smartcat#2o.agecat#5b.religion	0.00
	(0.00)
3.smartcat#0b.agecat#1.religion	0.22
	(0.18)
3.smartcat#0b.agecat#2.religion	0.05
	(0.17)
3.smartcat#0b.agecat#3.religion	-0.29
	(0.18)
3.smartcat#0b.agecat#4.religion	-0.13
	(0.21)
3o.smartcat#0b.agecat#5b.religion	0.00
	(0.00)
3.smartcat#1.agecat#1.religion	0.00
	(0.13)
3.smartcat#1.agecat#2.religion	0.08
	(0.12)
3.smartcat#1.agecat#3.religion	-0.18
	(0.14)
3.smartcat#1.agecat#4.religion	-0.09
	(0.16)
3o.smartcat#1o.agecat#5b.religion	0.00
	(0.00)
3.smartcat#2.agecat#1.religion	-0.08
	(0.14)
3.smartcat#2.agecat#2.religion	-0.11
	(0.14)
3.smartcat#2.agecat#3.religion	-0.44**
	(0.17)
